"Anatomical Structures, Cell Types and Biomarkers Table for Thymus v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Maigan Brusko; Rebecca T. Beuschel; Andrea J. Radtke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-4331-2202; 0000-0002-3882-457X; 0000-0003-4379-8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Sarah A. Teichmann; Jakub Abramson; Tom Taghon; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6294-6366; 0000-0002-1745-8996; 0000-0002-5781-0288; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,DOI: 10.1126/science.aay3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM284.RFDC.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,05/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,All Protein Biomarkers,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein/10/LABEL,BProtein/10/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES,REF/4,REF/4/DOI,REF/4/NOTES
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,gamma-delta T cell,gamma-delta T cell,CL:0000798,,"AES, ANXA1, CCR9, FCGRT, LAT, SELL, SH3BP5, SMPD3, TESPA1, TRDC",AES,AES,HGNC:307,ANXA1,ANXA1,HGNC:533,CCR9,CCR9,HGNC:1610,FCGRT,FCGRT,HGNC:3621,LAT,LAT,HGNC:18874,SELL,SELL,HGNC:10720,SH3BP5,SH3BP5,HGNC:10827,SMPD3,SMPD3,HGNC:14240,TESPA1,TESPA1,HGNC:29109,TRDC,TRDC,HGNC:12253,"CD1a+, CD3+, CD27+, CD45RA+, IFNg-, TCRg+, TCRd+",CD1a+,CD1A,HGNC:1634,CD3+,CD3E,HGNC:1674,CD27+,CD27,HGNC:11922,CD45RA+,PTPRC,HGNC:9666,IFNg-,IFNG,HGNC:5438,TCRg+,TRG,HGNC:12271,TCRd+,TRD,HGNC:12252,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Ribot JC, Ribeiro ST, Correia DV, Sousa AE, Silva-Santos B. Human ?? thymocytes are functionally immature and differentiate into cytotoxic type 1 effector T cells upon IL-2/IL-15 signaling. J Immunol. 2014 Mar 1;192(5):2237-43.",DOI: 10.4049/jimmunol.1303119,CT-B,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,Th17 cell,T-helper 17 cell,CL:0000899,,"ANXA1, CARHSP1, CD40LG, IL7R, KLRB1, NOSIP, PLAC8, RP11-356J5.12, SORL1, ZBTB16",ANXA1,ANXA1,HGNC:533,CARHSP1,CARHSP1,HGNC:17150,CD40LG,CD40LG,HGNC:11935,IL7R,IL7R,HGNC:6024,KLRB1,KLRB1,HGNC:6373,NOSIP,NOSIP,HGNC:17946,PLAC8,PLAC8,HGNC:19254,SORL1,SORL1,HGNC:11185,ZBTB16,ZBTB16,HGNC:12930,,,,CD4+ CD161+,CD4+,CD4,HGNC:1678,CD161+,KLRB1,HGNC:6373,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Cosmi L, De Palma R, Santarlasci V, Maggi L, Capone M, Frosali F, Rodolico G, Querci V, Abbate G, Angeli R, Berrino L, Fambrini M, Caproni M, Tonelli F, Lazzeri E, Parronchi P, Liotta F, Maggi E, Romagnani S, Annunziato F. Human interleukin 17-producing cells originate from a CD161+CD4+ T cell precursor. J Exp Med. 2008 Aug 4;205(8):1903-16.",DOI: 10.1084/jem.20080397,CT-B,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,mucosal associated invariant T cell,mucosal invariant T cell,CL:0000940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CD4-, CD8+/-, CD27+, CD161+, CD218+, PLZF+, RORgt+, T-bet+",CD4-,CD4,HGNC:1678,CD8+/-,CD8A,HGNC:1706,CD27+,CD27,HGNC:11922,CD161+,KLRB1,HGNC:6373,CD218+,IL18R1,HGNC:5988,PLZF+,ZBTB16,HGNC:12930,RORgt+,RORC,HGNC:10260,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Koay HF, Gherardin NA, Enders A, Loh L, Mackay LK, Almeida CF, Russ BE, Nold-Petry CA, Nold MF, Bedoui S, Chen Z, Corbett AJ, Eckle SB, Meehan B, d'Udekem Y, Konstantinov IE, Lappas M, Liu L, Goodnow CC, Fairlie DP, Rossjohn J, Chong MM, Kedzierska K, Berzins SP, Belz GT, McCluskey J, Uldrich AP, Godfrey DI, Pellicci DG. A three-stage intrathymic development pathway for the mucosal-associated invariant T cell lineage. Nat Immunol. 2016 Nov;17(11):1300-1311.",DOI: 10.1038/ni.3565.,CT-B,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,immature NKT cell,immature NKT cell,CL:0000914,,"CCL5, CD8A, CST7, GIMAP4, GZMK, GZMM, ITM2C, NKG7, SAMD3, XCL1",CCL5,CCL5,HGNC:10632,CD8A,CD8A,HGNC:1706,CST7,CST7,HGNC:2479,GIMAP4,GIMAP4,HGNC:21872,GZMK,GZMK,HGNC:4711,GZMM,GZMM,HGNC:4712,NKG7,NKG7,HGNC:7830,SAMD3,SAMD3,HGNC:21574,XCL1,XCL1,HGNC:10645,,,,"CCR7+, CD3+, CD4+, CD45RA+/-, CD62L+, CD127+, CD161(lo)/-, IFNg+, IL-4+, LAIR-1+",CCR7+,,,CD3+,CD3E,HGNC:1674,CD4+,CD4,HGNC:1678,CD45RA+/-,PTPRC,HGNC:9666,CD62L+,SELL,HGNC:10720,CD127+,IL7R,HGNC:6024,CD161(lo)/-,KLRB1,HGNC:6373,IFNg+,IFNG,HGNC:5438,IL-4+,IL4,HGNC:6014,LAIR-1+,LAIR1,HGNC:6477,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Chan AC, Leeansyah E, Cochrane A, d'Udekem d'Acoz Y, Mittag D, Harrison LC, Godfrey DI, Berzins SP. Ex-vivo analysis of human natural killer T cells demonstrates heterogeneity between tissues and within established CD4(+) and CD4(-) subsets. Clin Exp Immunol. 2013 Apr;172(1):129-37.",DOI: 10.1111/cei.12045,CT-B,"Berzins SP, Cochrane AD, Pellicci DG, Smyth MJ, Godfrey DI. Limited correlation between human thymus and blood NKT cell content revealed by an ontogeny study of paired tissue samples. Eur J Immunol. 2005 May;35(5):1399-407.",DOI: 10.1002/eji.200425958,CT-B,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,conventional dendritic cell 1,CD8alpha-positive thymic conventional dendritic cell,CL:0002059,,"BATF3, C1orf54, CLEC9A, CPVL, DNASE1L3, HLA-DPA1, IRF8, LGALS2, LYZ, RGCC",BATF3,BATF3,HGNC:28915,C1orf54,C1orf54,HGNC:26258,CLEC9A,CLEC9A,HGNC:26705,CPVL,CPVL,HGNC:14399,DNASE1L3,DNASE1L3,HGNC:2959,HLA-DPA1,HLA-DPA1,HGNC:4938,IRF8,IRF8,HGNC:5358,LGALS2,LGALS2,HGNC:6562,LYZ,LYZ,HGNC:6740,RGCC,RGCC,HGNC:20369,"CD4+, CD11b-, CD11c+, CD33(lo), CD45RA(lo), CD83+, CD141+, SIRPa-, XCR1+",CD4+,CD4,HGNC:1678,CD11b-,ITGAM,HGNC:6149,CD11c+,ITGAX,HGNC:6152,CD33(lo),CD33,HGNC:1659,CD45RA(lo),PTPRC,HGNC:9666,CD83+,CD83,HGNC:1703,CD141+,THBD,HGNC:11784,SIRPa-,SIRPA,HGNC:9662,XCR1+,XCR1,HGNC:1625,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Bendriss-Vermare N, Barthélémy C, Durand I, Bruand C, Dezutter-Dambuyant C, Moulian N, Berrih-Aknin S, Caux C, Trinchieri G, Brière F. Human thymus contains IFN-alpha-producing CD11c(-), myeloid CD11c(+), and mature interdigitating dendritic cells. J Clin Invest. 2001 Apr;107(7):835-44.",DOI: 10.1172/JCI11734,"AS-CT, CT-B","Gurka S, Dirks S, Photiadis J, Kroczek RA. Expression analysis of surface molecules on human thymic dendritic cells with the 10th HLDA Workshop antibody panel. Clin Transl Immunology. 2015 Oct 30;4(10):e47.",DOI: 10.1038/cti.2015.21,CT-B,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,conventional dendritic cell 2,CD8alpha-negative thymic conventional dendritic cell,CL:0002460,,"ALDH2, CD1C, CLEC10A, CTSH, GSN, HLA-DQA1, HLA-DQB1, JAML, LGALS2, MNDA",ALDH2,ALDH2,HGNC:404,CD1C,CD1C,HGNC:1636,CLEC10A,CLEC10A,HGNC:16916,CTSH,CTSH,HGNC:2535,GSN,GSN,HGNC:4620,HLA-DQA1,HLA-DQA1,HGNC:4942,HAL-DQB1,HAL-DQB1,HGNC:4944,JAML,JAML,HGNC:19084,LGALS2,LGALS2,HGNC:6562,MNDA,MNDA,HGNC:7183,"CD4+, CD11b+, CD11c+, CD33(hi), CD45RA(lo), CD83+, CD141-, SIRPa+, XCR1-",CD4+,CD4,HGNC:1678,CD11b+,ITGAM,HGNC:6149,CD11c+,ITGAX,HGNC:6152,CD33(hi),CD33,HGNC:1659,CD45RA(lo),PTPRC,HGNC:9666,CD83+,CD83,HGNC:1703,CD141-,THBD,HGNC:11784,SIRPa+,SIRPA,HGNC:9662,XCR1-,XCR1,HGNC:1625,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Bendriss-Vermare N, Barthélémy C, Durand I, Bruand C, Dezutter-Dambuyant C, Moulian N, Berrih-Aknin S, Caux C, Trinchieri G, Brière F. Human thymus contains IFN-alpha-producing CD11c(-), myeloid CD11c(+), and mature interdigitating dendritic cells. J Clin Invest. 2001 Apr;107(7):835-44.",DOI: 10.1172/JCI11734,"AS-CT, CT-B","Gurka S, Dirks S, Photiadis J, Kroczek RA. Expression analysis of surface molecules on human thymic dendritic cells with the 10th HLDA Workshop antibody panel. Clin Transl Immunology. 2015 Oct 30;4(10):e47.",DOI: 10.1038/cti.2015.21,CT-B,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,plasmacytoid dendritic cell,thymic plasmacytoid dendritic cell,CL:0000942,,"CCDC50, GZMB, IL3RA, IRF7, IRF8, JCHAIN, LILRA4, PLAC8, PLD4, UGCG",CCDC50,CCDC50,HGNC:18111,GZMB,GZMB,HGNC:4709,IL3RA,IL3RA,HGNC:6012,IRF7,IRF7,HGNC:6122,IRF8,IRF8,HGNC:5358,JCHAIN,JCHAIN,HGNC:5713,LILRA4,LILRA4,HGNC:15503,PLAC8,PLAC8,HGNC:19254,PLD4,PLD4,HGNC:23792,UGCG,UGCG,HGNC:12524,"CD11c-, CD13-, CD33(lo), CD45RA+, CD123+, CD303+",CD11c-,ITGAX,HGNC:6152,CD13-,ANPEP,HGNC:500,CD33(lo),CD33,HGNC:1659,CD45RA+,PTPRC,HGNC:9666,CD123+,IL3RA,HGNC:6012,CD303+,CLEC4C,HGNC:13258,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Bendriss-Vermare N, Barthélémy C, Durand I, Bruand C, Dezutter-Dambuyant C, Moulian N, Berrih-Aknin S, Caux C, Trinchieri G, Brière F. Human thymus contains IFN-alpha-producing CD11c(-), myeloid CD11c(+), and mature interdigitating dendritic cells. J Clin Invest. 2001 Apr;107(7):835-44.",DOI: 10.1172/JCI11734,"AS-CT, CT-B","Tomaru U, Ishizu A, Murata S, Miyatake Y, Suzuki S, Takahashi S, Kazamaki T, Ohara J, Baba T, Iwasaki S, Fugo K, Otsuka N, Tanaka K, Kasahara M. Exclusive expression of proteasome subunit {beta}5t in the human thymic cortex. Blood. 2009 May 21;113(21):5186-91.",DOI: 10.1182/blood-2008-11-187633,"AS-CT, CT-B",,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,macrophage,thymic medullary macrophage,CL:0000882,,"APOE, C1QA, C1QB, C1QC, LGMN, MS4A7, RNASE1, SEPP1, SLC40A1, STAB1 (general macrophages)",APOE,APOE,HGNC:613,C1QA,C1QA,HGNC:1241,C1QB,C1QB,HGNC:1242,C1QC,C1QC,HGNC:1245,LGMN,LGMN,HGNC:9472,MS4A7,MS4A7,HGNC:13378,RNASE1,RNASE1,HGNC:10044,SELENOP,SELENOP,HGNC:10751,SLC40A1,SLC40A1,,STAB1,STAB1,HGNC:18628,"CD11b+, CD11c+, CD54+, CD68+, CD163+, CD209+, Lysozyme+",CD11b+,ITGAM,HGNC:6149,CD11c+,ITGAX,HGNC:6152,CD54+,ICAM1,HGNC:5344,CD68+,CD68,HGNC:1693,CD163+,CD163,HGNC:1631,CD209+,CD209,HGNC:1641,Lysozyme+,LYZ,HGNC:6740,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Wakimoto T, Tomisaka R, Nishikawa Y, Sato H, Yoshino T, Takahashi K. Identification and characterization of human thymic cortical dendritic macrophages that may act as professional scavengers of apoptotic thymocytes. Immunobiology. 2008;213(9-10):837-47.",DOI: 10.1016/j.imbio.2008.07.032,"AS-CT, CT-B",Haynes BF. The human thymic microenvironment. Adv Immunol. 1984;36:87-142.,DOI: 10.1016/s0065-2776(08)60900-1,AS-CT,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,naive B cell,naive B cell,CL:0000788,,"BIRC3, CD22, CD79A, FCER2, HLA-DQB1, HLA-DRA, IGHD, IGHM, MS4A1, TCL1A",BIRC3,BIRC3,HGNC:591,CD22,CD22,HGNC:1643,CD79A,CD79A,HGNC:1698,FCER2,FCER2,HGNC:3612,HLA-DQB1,HLA-DQB1,HGNC:4944,HLA-DRA,HLA-DRA,HGNC:4947,IGHD,IGHD,HGNC:5480,IGHM,IGHM,HGNC:5541,MS4A1,MS4A1,HGNC:7315,TCL1A,TCL1A,HGNC:11648,"CD19+, CD20+, CD27-, IgD+, IgM+",CD19+,CD19,HGNC:1633,CD20+,MS4A1,HGNC:7315,IgD+,IGHD,HGNC:5480,IgM+,IGHM,HGNC:5541,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Nuñez S, Moore C, Gao B, Rogers K, Hidalgo Y, Del Nido PJ, Restaino S, Naka Y, Bhagat G, Madsen JC, Bono MR, Zorn E. The human thymus perivascular space is a functional niche for viral-specific plasma cells. Sci Immunol. 2016 Dec;1(6):eaah4447.",DOI: 10.1126/sciimmunol.aah4447,"AS-CT, CT-B",,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,group 3 innate lymphoid cell,"group 3 innate lymphoid cell, human",CL:0001078,,"CD52, IL7R, JAML, KLRB1, KRT86, LST1, LTB, S100A4, TMIGD2, TRDC",CD52,CD52,HGNC:1804,IL7R,IL7R,HGNC:6024,JAML,JAML,HGNC:19084,KLRB1,KLRB1,HGNC:6373,KRT86,KRT86,HGNC:6463,LST1,LST1,HGNC:14189,LTB,LTB,HGNC:6711,S100A4,S100A4,HGNC:10494,TMIGD2,TMIGD2,HGNC:28324,TRDC,TRDC,HGNC:12253,"CD117+, CD127+, CD161+, NKp44+/-",CD117+,KIT,HGNC:6342,CD127+,IL7R,HGNC:6024,CD161+,KLRB1,HGNC:6373,NKp44+,NCR2,HGNC:6732,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Nagasawa M, Germar K, Blom B, Spits H. Human CD5+ Innate Lymphoid Cells Are Functionally Immature and Their Development from CD34+ Progenitor Cells Is Regulated by Id2. Front Immunol. 2017 Aug 31;8:1047.",DOI: 10.3389/fimmu.2017.01047,CT-B,,,,,,
