"Anatomical Structures, Cell Types and Biomarkers Table for Single Lobe Lung v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Gloria Pryhuber; Xin Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-9185-3994; 0000-0001-8387-4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Jeff Whitsett; Ed Morrisey; Martijn Nawijn; Purushotha Tata; Ansley Conchola; Kristin Ardlie;  Ellen Quardokus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0003-1668-5174; 0000-0001-5785-1939;  0000-0003-3372-6521; 0000-0003-4837-0337; 0000-0002-2385-6712; 0000-0003-4272-6283; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"DOI: 10.1038/s41586-020-2922-4; DOI: 10.1152/physrev.00001.2018; DOI: 10.1038/s41586-018-0394-6; DOI:10.1172/jci.insight.90558; DOI: 10.1126/sciadv.aba1983; DOI: 10.7554/eLife.62522; DOI: 10.1164/rccm.201911-2199OC; Gray's Anatomy The Anatomical Basis of Clinical Practice ed.Standring, S. Elsevier. 2021 ISBN:978-0-7020-7705-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM396.QVLQ.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/1/Notes,AS/2,AS/2/LABEL,AS/2/ID,AS/2/Notes,AS/3,AS/3/LABEL,AS/3/ID,AS/3/Notes,AS/4,AS/4/LABEL,AS/4/ID,AS/4/Notes,AS/5,AS/5/LABEL,AS/5/ID,AS/5/Notes,AS/6,AS/6/LABEL,AS/6/ID,AS/6/Notes,AS/7,AS/7/LABEL,AS/7/ID,AS/7/Notes,AS/8,AS/8/LABEL,AS/8/ID,AS/8/Notes,AS/9,AS/9/LABEL,AS/9/ID,AS/9/Notes,AS/10,AS/10/LABEL,AS/10/ID,AS/10/Notes,AS/11,AS/11/LABEL,AS/11/ID,AS/11/Notes,AS/12,AS/12/LABEL,AS/12/ID,AS/12/Notes,AS/13,AS/13/LABEL,AS/13/ID,AS/13/Notes,AS/14,AS/14/LABEL,AS/14/ID,AS/14/Notes,AS/15,AS/15/LABEL,AS/15/ID,AS/15/Notes,AS/16,AS/16/LABEL,AS/16/ID,AS/16/Notes,AS/17,AS/17/LABEL,AS/17/ID,AS/17/Notes,AS/18,AS/18/LABEL,AS/18/ID,AS/18/Notes,AS/19,AS/19/LABEL,AS/19/ID,AS/19/Notes,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/2/NOTES,Ref/1,Ref/1/DOI,Ref/1/NOTES,AS-CT Notes,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/1/Notes,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/2,REF/2/DOI
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,bronchial submucosal gland,bronchial submucosal gland,UBERON:8410043,,ciliated ducts of bronchial submucosal gland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,submucosal gland basal cells,basal cell of terminal ciliated ducts of submucosal glands,LMHA:00087,,,,,,32427931,doi: 10.1038/s41467-020-16239-z,"Goldfarbmuren KC, Jackson ND, Sajuthi SP, Dyjack N, Li KS, Rios CL, Plender EG, Montgomery MT, Everman JL, Bratcher PE, Vladar EK, Seibold MA. Dissecting the cellular specificity of smoking effects and reconstructing lineages in the human airway epithelium. Nat Commun. 2020;11(1):2485.",,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,FOXC1,forkhead box C1,HGNC:3800,KRT14,keratin 14,HGNC:6416,CTNNB1,catenin beta 1,HGNCL2514,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,FOXC1,forkhead box C1,HGNC:3800,KRT14,keratin 14,HGNC:6416,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,bronchial submucosal gland,bronchial submucosal gland,UBERON:8410043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,submucosal gland collecting duct epithelium,epithelial cell of collecting ducts of submucosal glands,LMHA:00693,,,,,,32427931,doi: 10.1038/s41467-020-16239-z,"Goldfarbmuren KC, Jackson ND, Sajuthi SP, Dyjack N, Li KS, Rios CL, Plender EG, Montgomery MT, Everman JL, Bratcher PE, Vladar EK, Seibold MA. Dissecting the cellular specificity of smoking effects and reconstructing lineages in the human airway epithelium. Nat Commun. 2020;11(1):2485.",,PLUNC,BPI Fold Containing Family A Member 1,HGNC:15749,MIA,MIA SH3 domain containing,HGNC:7076,ALDH1A3,aldehyde dehydrogenase 1 family member A3,HGNC:409,RARRES1,retinoic acid receptor responder 1,HGNC:9867,,,,,PLUNC,BPI Fold Containing Family A Member 1,HGNC:15749,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,bronchial submucosal gland,bronchial submucosal gland,UBERON:8410043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,submucosal gland mucous cells,mucus cell of submucosal glands,LMHA:00238,,,,,,29656943,doi: 10.1016/j.stem.2018.03.018,"Tata A, Kobayashi Y, Chow RD, Tran J, Desai A, Massri AJ, McCord TJ, Gunn MD, Tata PR. Myoepithelial Cells of Submucosal Glands Can Function as Reserve Stem Cells to Regenerate Airways after Injury. Cell Stem Cell. 2018;22(5):668-83 e6. Epub 2018/04/17. doi: 10.1016/j.stem.2018.03.018. PubMed PMID: 29656943; PMCID: PMC5935539.",,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,AGR2,"anterior gradient 2, protein disulphide isomerase family member",HGNC:328,,,,,,,,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,bronchial submucosal gland,bronchial submucosal gland,UBERON:8410043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,submucosal gland serous cells,serous cell of submucosal glands,CL:0000313,,,,,,29656943,doi: 10.1016/j.stem.2018.03.018,"Tata A, Kobayashi Y, Chow RD, Tran J, Desai A, Massri AJ, McCord TJ, Gunn MD, Tata PR. Myoepithelial Cells of Submucosal Glands Can Function as Reserve Stem Cells to Regenerate Airways after Injury. Cell Stem Cell. 2018;22(5):668-83 e6. Epub 2018/04/17. doi: 10.1016/j.stem.2018.03.018. PubMed PMID: 29656943; PMCID: PMC5935539.",,PIGR,polymeric immunoglobulin receptor,HGNC:8968,LYZ,lysozyme,HGNC:6740,LPO,lactoperoxidase,HGNC:6678,LTF,lactotransferrin,HGNC:6720,,,,,LYZ,lysozyme,HGNC:6740,LTF,lactotransferrin,HGNC:6720,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,bronchial submucosal gland,bronchial submucosal gland,UBERON:8410043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,submucosal gland myoepithelium,myoepithelial cell,CL:0000185,,,,,,29656943,doi: 10.1016/j.stem.2018.03.018,"Tata A, Kobayashi Y, Chow RD, Tran J, Desai A, Massri AJ, McCord TJ, Gunn MD, Tata PR. Myoepithelial Cells of Submucosal Glands Can Function as Reserve Stem Cells to Regenerate Airways after Injury. Cell Stem Cell. 2018;22(5):668-83 e6. Epub 2018/04/17. doi: 10.1016/j.stem.2018.03.018. PubMed PMID: 29656943; PMCID: PMC5935539.",,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,MYH11,myosin heavy chain 11,HGNC:7569,KRT14,keratin 14,HGNC:6416,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TP63,tumor protein p63,HGNC:15979,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,bronchus connective tissue,bronchus connective tissue,UBERON:0003592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connective Tissue,,,,,,,,,,,,,,,,,,,,,,,,Connective Tissue,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,segmental bronchial epithelium,epithelium of segmental bronchus,UBERON:0002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,club cell,club cell of bronchiole,CL:0000158,,,,,,34497273,doi: 10.1038/s41525-021-00237-1,"Rostami MR, LeBlanc MG, Strulovici-Barel Y, Zuo W, Mezey JG, O'Beirne SL, Kaner RJ, Leopold PL, Crystal RG. Smoking shifts human small airway epithelium club cells toward a lesser differentiated population. NPJ Genom Med. 2021;6(1):73.",,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,CYP2F1,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,,,,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,segmental bronchial epithelium,epithelium of segmental bronchus,UBERON:0002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciliated cell of the bronchus,ciliated cell of the bronchus,CL:0002332,,,,,,31922198,doi: 10.1042/BST20191010.,"Zaragosi LE, Deprez M, Barbry P. Using single-cell RNA sequencing to unravel cell lineage relationships in the respiratory tract. Biochem Soc Trans. 2020;48(1):327-36.",,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,FOXJ1,forkhead box J1,HGNC:3816,CDHR3,cadherin related family member 3,HGNC:26308,CDHR4,cadherin related family member 4,HGNC:34527,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,segmental bronchial epithelium,epithelium of segmental bronchus,UBERON:0002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,airway deuterosomal cell ,,,Adding to CL,,,,,31922198,doi: 10.1042/BST20191010.,"Zaragosi LE, Deprez M, Barbry P. Using single-cell RNA sequencing to unravel cell lineage relationships in the respiratory tract. Biochem Soc Trans. 2020;48(1):327-36.",,DEUP1,deuterosome assembly protein 1,HGNC:26344,FOXN4,forkhead box N4,HGNC:21399,CDC20B,cell division cycle 20B,HGNC:24222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,segmental bronchial epithelium,epithelium of segmental bronchus,UBERON:0002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basal cell,basal epithelial cell of tracheobronchial tree,CL:0002329,,,,,,31922198,doi: 10.1042/BST20191010.,"Zaragosi LE, Deprez M, Barbry P. Using single-cell RNA sequencing to unravel cell lineage relationships in the respiratory tract. Biochem Soc Trans. 2020;48(1):327-36.",,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor,HGNC:7809,TRPC6,transient receptor potential cation channel subfamily C member 6,HGNC:12338,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,segmental bronchial epithelium,epithelium of segmental bronchus,UBERON:0002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suprabasal cell,,,Adding to CL,,,,,31922198,doi: 10.1042/BST20191010.,"Zaragosi LE, Deprez M, Barbry P. Using single-cell RNA sequencing to unravel cell lineage relationships in the respiratory tract. Biochem Soc Trans. 2020;48(1):327-36.",,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,KRT19,keratin 19,HGNC:6436,NOTCH3,notch receptor 3,HGNC:7883,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,segmental bronchial epithelium,epithelium of segmental bronchus,UBERON:0002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,airway deuterosomal cell,,,Adding to CL,,,,,31922198,doi: 10.1042/BST20191010.,"Zaragosi LE, Deprez M, Barbry P. Using single-cell RNA sequencing to unravel cell lineage relationships in the respiratory tract. Biochem Soc Trans. 2020;48(1):327-36.",,DEUP1,deuterosome assembly protein 1,HGNC:26344,FOXN4,forkhead box N4,HGNC:21399,CDC20B,cell division cycle 20B,HGNC:24222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,segmental bronchial epithelium,epithelium of segmental bronchus,UBERON:0002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronchial goblet cell,lung goblet cell,CL:1000143,,,,,,33608655,doi: 10.1038/s41385-020-00370-7,"Davis JD, Wypych TP. Cellular and functional heterogeneity of the airway epithelium. Mucosal Immunol. 2021;14(5):978-90.",,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,TFF2,trefoil factor 2,HGNC:11756,AGR2,"anterior gradient 2, protein disulphide isomerase family member",HGNC:328,,AGR2,"anterior gradient 2, protein disulphide isomerase family member",HGNC:328,MUC5AC,mucin 5AC,HGNC:7515,SLC4A11,solute carrier family 4 member 11,HGNC:16438,PCDH7,protocadherin 7,HGNC:8659 ,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,segmental bronchial epithelium,epithelium of segmental bronchus,UBERON:0002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neuroendocrine cell,lung neuroendocrine cell,CL:1000223,,,,,,29599193,doi: 10.1126/science.aan8546,"Sui P, Wiesner DL, Xu J, Zhang Y, Lee J, Van Dyken S, Lashua A, Yu C, Klein BS, Locksley RM, Deutsch G, Sun X. Pulmonary neuroendocrine cells amplify allergic asthma responses. Science. 2018;360(6393).",,ASCL1,achaete-scute family bHLH transcription factor 1,HGNC:738,GRP,gastrin releasing peptide,HGNC:4605,CHGA,chromogranin A,HGNC:1929,CALCA,calcitonin related polypeptide alpha,HGNC:1437,,,,,CALCA,calcitonin related polypeptide alpha,HGNC:1437,GRP,gastrin releasing peptide,HGNC:4605,CDH18,cadherin 18,HGNC:1757,NRXN1,neurexin 1,HGNC:8008,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,segmental bronchial epithelium,epithelium of segmental bronchus,UBERON:0002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuft cell,brush cell of bronchus,CL:0002208,,,,,,31953256,doi: 10.1126/sciimmunol.aax7224,"Ualiyeva S, Hallen N, Kanaoka Y, Ledderose C, Matsumoto I, Junger WG, Barrett NA, Bankova LG. Airway brush cells generate cysteinyl leukotrienes through the ATP sensor P2Y2. Sci Immunol. 2020;5(43). ",,POU2F3,POU class 2 homeobox 3,HGNC:19864,ASCL2,achaete-scute family bHLH transcription factor 2,HGNC:739,TRPM5,transient receptor potential cation channel subfamily M member 5,HGNC:14323,DCLK1,doublecortin like kinase 1,HGNC:2700,,,,,POU2F3,POU class 2 homeobox 3,HGNC:19864,DCLK1,doublecortin like kinase 1,HGNC:2700,TRPM5,transient receptor potential cation channel subfamily M member 5,HGNC:14323,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,segmental bronchial epithelium,epithelium of segmental bronchus,UBERON:0002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pulmonary ionocyte,pulmonary ionocyte,CL:0017000,,,,,,33419014,doi.org/10.1038/s41586-018-0394-6,"Plasschaert, L.W., Žilionis, R., Choo-Wing, R. et al. A single-cell atlas of the airway epithelium reveals the CFTR-rich pulmonary ionocyte. Nature 560, 377–381 (2018)",,ASCL3,achaete-scute family bHLH transcription factor 3,HGNC:740,FOXI1,forkhead box I1,HGNC:3815,ATP6V0B,ATPase H+ transporting V0 subunit b,HGNC:861,CFTR,CF transmembrane conductance regulator,HGNC:1884,,,,,CFTR,cystic fibrosis transmembrane conductance regulator,HGNC:1884,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,bronchial smooth muscle,bronchus smooth muscle,UBERON_0004242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,,,,,,28814293,doi: 10.1186/s12931-017-0640-8,"Salter B, Pray C, Radford K, Martin JG, Nair P. Regulation of human airway smooth muscle cell migration and relevance to asthma. Respir Res. 2017;18(1):156.",,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,MYH11,myosin heavy chain 11,HGNC:7569,,,,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,bronchial mesenchyme,lobar bronchus mesenchyme,UBERON:0004884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tracheobronchial smooth muscle,tracheobronchial smooth muscle cell,CL:0019019,,,,,,28814293,doi: 10.1186/s12931-017-0640-8,"Salter B, Pray C, Radford K, Martin JG, Nair P. Regulation of human airway smooth muscle cell migration and relevance to asthma. Respir Res. 2017;18(1):156.",,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,
